name,director,company,genre,year,gross
Return to the Blue Lagoon,William A. Graham,Columbia Pictures Corporation,Adventure,1991,2807854
Happiness,Todd Solondz,Good Machine,Comedy,1998,2807390
Map of the Human Heart,Vincent Ward,Australian Film Finance Corporation (AFFC),Adventure,1992,2806881
La mujer de mi hermano,Ricardo de Montreuil,Cinefarm,Drama,2005,2804642
Love Stinks,Jeff Franklin,Baumgarten-Prophet Entertainment,Comedy,1999,2800000
Heat,Dick Richards,Escalante Productions,Action,1986,2793214
Year of the Comet,Peter Yates,Castle Rock Entertainment,Action,1992,2791515
Hexed,Alan Spencer,Price Entertainment,Comedy,1993,2786807
Saving Christmas,Darren Doane,Camfam Studios,Comedy,2014,2783970
Unforgettable,John Dahl,Dino De Laurentiis Company,Drama,1996,2780278
How to Lose Friends & Alienate People,Robert B. Weide,Number 9 Films,Biography,2008,2778752
Gleaming the Cube,Graeme Clifford,David Foster Productions,Action,1989,2777280
Dr. Jekyll and Ms. Hyde,David Price,Rank Organisation  The,Comedy,1995,2763020
Deadtime Stories,Jeffrey Delman,Scary Stuff,Comedy,1986,2750741
Desperate Hours,Michael Cimino,Dino De Laurentiis Company,Action,1990,2742912
Shadows and Fog,Woody Allen,Orion Pictures,Comedy,1991,2735731
In the Mood for Love,Kar-Wai Wong,Block 2 Pictures,Drama,2000,2734044
Una buena mentira,Philippe Falardeau,Alcon Entertainment,Drama,2014,2716989
Straight Out of Brooklyn,Matty Rich,American Playhouse,Crime,1991,2712293
Everything Must Go,Dan Rush,Temple Hill Entertainment,Comedy,2010,2711210
Chéri,Stephen Frears,Bill Kenwright Films,Comedy,2009,2708188
The History Boys,Nicholas Hytner,Fox Searchlight Pictures,Comedy,2006,2706659
Talaash,Reema Kagti,Aamir Khan Productions,Crime,2012,2706375
The Way Back,Peter Weir,Exclusive Films,Adventure,2010,2701859
The Allnighter,Tamar Simon Hoffs,Aurora Productions LLC,Comedy,1987,2700000
Youth,Paolo Sorrentino,Indigo Film,Comedy,2015,2698509
Half Nelson,Ryan Fleck,Hunting Lane Films,Drama,2006,2694973
Bobby Jones: Stroke of Genius,Rowdy Herrington,Bobby Jones Films LLC,Biography,2004,2694071
Blind Fury,Phillip Noyce,TriStar Pictures,Action,1989,2692037
Sankofa,Haile Gerima,Channel Four Films,Drama,1993,2691899
Prom Night II,Bruce Pittman,Simcom Limited,Horror,1987,2683519
Ip Man 3,Wilson Yip,Dreams Salon Entertainment Culture,Action,2015,2679437
Junebug,Phil Morrison,Junebug Movie,Comedy,2005,2678691
After Dark  My Sweet,James Foley,Avenue Pictures,Crime,1990,2678414
Playing for Keeps,Bob Weinstein,Miramax,Comedy,1986,2669366
The Scout,Michael Ritchie,Santo Domingo Film & Music Video,Comedy,1994,2667163
Easy Virtue,Stephan Elliott,Ealing Studios,Comedy,2008,2656324
Kids in the Hall: Brain Candy,Kelly Makin,Paramount Pictures,Comedy,1996,2653000
Chi-Raq,Spike Lee,40 Acres & A Mule Filmworks,Comedy,2015,2647377
The Mighty,Peter Chelsom,Chaos Productions,Comedy,1998,2643689
Magic in the Water,Rick Stevenson,Oxford Film Company,Adventure,1995,2643346
Captivity,Roland Joffé,Captivity Productions,Crime,2007,2626800
The Raid 2,Gareth Evans,Pt. Merantau Films,Action,2014,2625803
One Night Stand,Mike Figgis,New Line Cinema,Drama,1997,2618335
Burnt by the Sun,Nikita Mikhalkov,Caméra One,Drama,1994,2616503
Under the Skin,Jonathan Glazer,Film4,Drama,2013,2605039
Raise the Red Lantern,Yimou Zhang,ERA International,Drama,1991,2603061
Richard III,Richard Loncraine,Mayfair Entertainment International,Drama,1995,2600000
House of Games,David Mamet,Filmhaus,Crime,1987,2585639
Calendar Girl,John Whitesell,Parkway Productions,Drama,1993,2570145
The Cure,Peter Horton,Universal Pictures,Drama,1995,2568429
18 Again!,Paul Flaherty,New World Entertainment Films,Comedy,1988,2567099
Brassed Off,Mark Herman,Channel Four Films,Comedy,1996,2560471
Captive,Jerry Jameson,BN Films,Action,2015,2557668
El verdugo de Nueva York,Abel Ferrara,Reteitalia,Crime,1990,2554476
¿Sabes quién viene?,Roman Polanski,SBS Productions,Comedy,2011,2547047
True Stories,David Byrne,Edward R. Pressman Film,Musical,1986,2545142
Impulse,Sondra Locke,Warner Bros.,Crime,1990,2544504
Conspiración y poder,James Vanderbilt,Sony Pictures Classics,Biography,2015,2541554
Naked Lunch,David Cronenberg,Recorded Picture Company (RPC),Drama,1991,2541541
Ruby Sparks,Jonathan Dayton,Fox Searchlight Pictures,Comedy,2012,2540106
Sin Nombre,Cary Fukunaga,Scion Films,Adventure,2009,2534351
The Dreamers,Bernardo Bertolucci,Recorded Picture Company (RPC),Drama,2003,2531462
Pieces of April,Peter Hedges,United Artists,Comedy,2003,2528664
Streets of Gold,Joe Roth,Roundhouse,Drama,1986,2520664
Aces: Iron Eagle III,John Glen,Carolco Pictures,Action,1992,2517600
Reform School Girls,Tom DeSimone,Balcor Film Investors,Drama,1986,2510433
Full Frontal,Steven Soderbergh,Miramax,Comedy,2002,2506446
Ridicule,Patrice Leconte,Epithète Films,Comedy,1996,2503829
Red Rock West,John Dahl,Propaganda Films,Crime,1993,2502551
Behind Enemy Lines,Gideon Amir,Not specified,Action,1986,2497233
Moonlight and Valentino,David Anspaugh,Polygram Filmed Entertainment,Comedy,1995,2488858
The Stepfather,Joseph Ruben,Incorporated Television Company (ITC),Horror,1987,2488740
Jefferson in Paris,James Ivory,Touchstone Pictures,Biography,1995,2474000
Mistress America,Noah Baumbach,Fox Searchlight Pictures,Comedy,2015,2461121
Class of 1999,Mark L. Lester,Lightning Pictures,Action,1990,2459895
Son of the Pink Panther,Blake Edwards,Filmauro,Comedy,1993,2457574
Kill the Messenger,Michael Cuesta,Sierra / Affinity,Biography,2014,2450846
The Men's Club,Peter Medak,Atlantic Entertainment Group,Drama,1986,2444076
Pawn Sacrifice,Edward Zwick,Gail Katz Productions,Biography,2014,2436062
Never Let Me Go,Mark Romanek,DNA Films,Drama,2010,2434652
Kansas,David Stevens,Trans World Entertainment (TWE),Crime,1988,2432536
The Homesman,Tommy Lee Jones,EuropaCorp,Drama,2014,2428883
The Basketball Diaries,Scott Kalvert,New Line Cinema,Biography,1995,2424439
Farewell to the King,John Milius,Cine Location Services,Action,1989,2420917
The Stupids,John Landis,Imagine Entertainment,Comedy,1996,2415593
Flirting,John Duigan,Kennedy Miller Productions,Drama,1991,2415396
Body Chemistry,Kristine Peterson,Concorde-New Horizons,Drama,1990,2415312
Dead of Winter,Arthur Penn,Metro-Goldwyn-Mayer (MGM),Drama,1987,2413427
The Disappointments Room,D.J. Caruso,Demarest Films,Drama,2016,2411580
Ghajini,A.R. Murugadoss,Geetha Arts,Action,2008,2411071
Lawnmower Man 2: Beyond Cyberspace,Farhad Mann,New Line Cinema,Action,1996,2409225
Go Fish,Rose Troche,Can I Watch,Drama,1994,2408311
The Kindred,Stephen Carpenter,Kindred Limited Partnership,Horror,1987,2407024
BloodRayne,Uwe Boll,Boll Kino Beteiligungs GmbH & Co. KG,Action,2005,2405420
Kalifornia,Dominic Sena,PolyGram Filmed Entertainment,Crime,1993,2395231
Backbeat,Iain Softley,Channel Four Films,Biography,1994,2392599
Dangerously Close,Albert Pyun,Cannon Group,Action,1986,2390525
Love Crimes,Lizzie Borden,Sovereign Pictures,Romance,1992,2387928
In the Loop,Armando Iannucci,BBC Films,Comedy,2009,2384044
Spring  Summer  Fall  Winter... and Spring,Ki-duk Kim,Korea Pictures,Drama,2003,2380788
Sendero de sangre,John Malkovich,Fox Searchlight Pictures,Crime,2002,2377348
Princess Mononoke,Hayao Miyazaki,DENTSU Music And Entertainment,Animation,1997,2375308
Buffalo '66,Vincent Gallo,Cinépix Film Properties (CFP),Comedy,1998,2375097
At Close Range,James Foley,Cinema '85,Crime,1986,2347000
Downtown,Richard Benjamin,Twentieth Century Fox Film Corporation,Action,1990,2346150
Redbelt,David Mamet,Sony Pictures Classics,Drama,2008,2344847
No,Pablo Larraín,Participant Media,Drama,2012,2343664
Double Dragon,James Yukich,Greenleaf Productions,Action,1994,2341309
She's the Man,Andy Fickman,DreamWorks,Comedy,2006,2339735
Layer Cake,Matthew Vaughn,Sony Pictures Classics,Crime,2004,2338695
To Live,Yimou Zhang,ERA International,Drama,1994,2332728
A World Apart,Chris Menges,Atlantic Entertainment Group,Drama,1988,2326900
Weeds,John D. Hancock,De Laurentiis Entertainment Group (DEG),Drama,1987,2325444
Trance,Danny Boyle,Pathé,Crime,2013,2319187
White Hunter Black Heart,Clint Eastwood,Malpaso Productions,Adventure,1990,2319124
Chocolat,Claire Denis,Caroline Productions,Drama,1988,2317091
Shanghai Surprise,Jim Goddard,HandMade Films,Adventure,1986,2315683
A Good Man in Africa,Bruce Beresford,Capitol Films,Comedy,1994,2308390
Sky Bandits,Zoran Perisic,J&M; Entertainment,Action,1986,2295500
El libro de cabecera,Peter Greenaway,Kasander & Wigman Productions,Drama,1996,2293037
Renoir,Gilles Bourdos,Fidélité Films,Biography,2012,2291047
Dancing at Lughnasa,Pat O'Connor,Bórd Scannán na hÉireann,Drama,1998,2285194
Waltz with Bashir,Ari Folman,Bridgit Folman Film Gang,Animation,2008,2283276
Pecker,John Waters,Polar Entertainment,Comedy,1998,2281761
The Company,Robert Altman,Sony Pictures Classics,Drama,2003,2281585
The Nasty Girl,Michael Verhoeven,Filmverlag der Autoren,Comedy,1990,2281569
Ma Vie en Rose,Alain Berliner,Canal+,Drama,1997,2280573
The Fall,Tarsem Singh,Googly Films,Adventure,2006,2280348
Noises Off...,Peter Bogdanovich,Touchstone Pictures,Comedy,1992,2280148
Collide,Eran Creevy,42,Action,2016,2280004
Nomads,John McTiernan,Cinema VII,Horror,1986,2278264
Adam,Max Mayer,Olympus Pictures,Drama,2009,2277396
Showdown in Little Tokyo,Mark L. Lester,Little Tokyo Productions,Action,1991,2275557
The East,Zal Batmanglij,Scott Free Productions,Adventure,2013,2268296
Texasville,Peter Bogdanovich,Cine-Source,Drama,1990,2268181
Leprechaun 2,Rodman Flender,Planet Productions,Comedy,1994,2260622
Sing,Richard Baskin,TriStar Pictures,Drama,1989,2260616
The Dish,Rob Sitch,Working Dog,Comedy,2000,2252970
Vincent & Theo,Robert Altman,Belbo Films,Biography,1990,2231274
Rabbit Hole,John Cameron Mitchell,Olympus Pictures,Drama,2010,2229058
The Squeeze,Roger Young,TriStar Pictures,Action,1987,2228951
El Perfume: Historia de un asesino,Tom Tykwer,Constantin Film,Crime,2006,2223293
The White Ribbon,Michael Haneke,X-Filme Creative Pool,Drama,2009,2222647
Smilla's Sense of Snow,Bille August,Bavaria Film,Action,1997,2221994
Shattered Glass,Billy Ray,Lions Gate Films,Drama,2003,2220008
Def by Temptation,James Bond III,Bonded Filmworks,Horror,1990,2218579
But I'm a Cheerleader,Jamie Babbit,Cheerleader LLC,Comedy,1999,2205627
Transsiberian,Brad Anderson,Filmax International,Crime,2008,2203641
The Host,Joon-ho Bong,Showbox Entertainment,Action,2006,2201923
Dark Eyes,Nikita Mikhalkov,Excelsior Film-TV,Comedy,1987,2201428
Somos guerreros,Lee Tamahori,Communicado Productions,Crime,1994,2201126
Blue Is the Warmest Color,Abdellatif Kechiche,Quat'sous Films,Drama,2013,2199675
The Impostors,Stanley Tucci,First Cold Piece,Comedy,1998,2197921
Rang De Basanti,Rakeysh Omprakash Mehra,ROMP,Comedy,2006,2197331
A Month by the Lake,John Irvin,Anuline,Comedy,1995,2196534
Heathcliff: The Movie,Bruno Bianchi,DIC Entertainment,Family,1986,2193642
Russkies,Rick Rosenthal,New Century Entertainment Corporation,Drama,1987,2189047
Bamboozled,Spike Lee,New Line Cinema,Comedy,2000,2185266
Jem and the Holograms,Jon M. Chu,Allspark Pictures,Adventure,2015,2184640
Bird,Clint Eastwood,Malpaso Company  The,Biography,1988,2181286
Wild Bill,Walter Hill,United Artists,Action,1995,2167808
Old Boy,Spike Lee,Good Universe,Action,2013,2162593
Wilde,Brian Gilbert,British Broadcasting Corporation (BBC),Biography,1997,2157701
Scenes from the Class Struggle in Beverly Hills,Paul Bartel,North Street Films,Comedy,1989,2156471
Shadow Conspiracy,George P. Cosmatos,Cinergi Pictures Entertainment,Action,1997,2154540
Austenland,Jerusha Hess,Fickle Fish Films,Comedy,2013,2151202
Rich in Love,Bruce Beresford,Metro-Goldwyn-Mayer (MGM),Drama,1992,2149735
Meatballs III: Summer Job,George Mendeluk,TMS Pictures,Comedy,1986,2147228
Tarzan and the Lost City,Carl Schenkel,Dieter Geissler Filmproduktion,Action,1998,2147114
Mrs. Parker and the Vicious Circle,Alan Rudolph,Fine Line Features,Biography,1994,2144667
The Princess and the Goblin,József Gémes,Siriol Productions,Animation,1991,2144238
Paterson,Jim Jarmusch,K5 International,Comedy,2016,2141423
Morgan Stewart's Coming Home,Paul Aaron,Kings Road Entertainment,Comedy,1987,2136381
Estación Zombie: tren a Busan,Sang-ho Yeon,Next Entertainment World,Action,2016,2129768
Farinelli,Gérard Corbiau,Stéphan Films,Biography,1994,2122948
Mallrats,Kevin Smith,Gramercy Pictures (I),Comedy,1995,2122561
Let the Right One In,Tomas Alfredson,EFTI,Drama,2008,2122065
29th Street,George Gallo,JVC Entertainment Networks,Comedy,1991,2120564
The Nutcracker,Emile Ardolino,Krasnow Productions,Family,1993,2119994
Othello,Oliver Parker,Castle Rock Entertainment,Drama,1995,2112951
Death and the Maiden,Roman Polanski,Fine Line Features,Drama,1994,2104000
Kuch Kuch Hota Hai,Karan Johar,Dharma Productions,Comedy,1998,2100000
State Property,Abdul Malik Abbott,Roc-a-fella Films,Drama,2002,2099719
Kika,Pedro Almodóvar,Deseo  El,Comedy,1993,2093370
The Sea Inside,Alejandro Amenábar,Sogepaq,Biography,2004,2086345
A Prophet,Jacques Audiard,Why Not Productions,Crime,2009,2084637
Strawberry and Chocolate,Tomás Gutiérrez Alea,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),Comedy,1993,2080805
Salaam Bombay!,Mira Nair,Cadrage,Crime,1988,2080046
The Wackness,Jonathan Levine,Occupant Entertainment,Comedy,2008,2077116
The Sheltering Sky,Bernardo Bertolucci,Recorded Picture Company (RPC),Adventure,1990,2075084
Cadence,Martin Sheen,Movie Group  The,Drama,1990,2070871
Strangers with Candy,Paul Dinello,Comedy Central Films,Comedy,2005,2068323
Auto Focus,Paul Schrader,Focus Puller Inc.,Biography,2002,2062066
Rust and Bone,Jacques Audiard,Why Not Productions,Drama,2012,2061449
Voraz,Antonia Bird,ETIC Films,Fantasy,1999,2060953
The Krays,Peter Medak,Fugitive TV Productions,Biography,1990,2060847
Brick,Rian Johnson,Bergman Lustig Productions,Action,2005,2060589
Pelle the Conqueror,Bille August,Per Holst Filmproduktion,Drama,1987,2053931
Jacknife,David Hugh Jones,Kings Road Entertainment,Drama,1989,2049769
Trick,Jim Fall,Good Machine,Comedy,1999,2049595
Rooftops,Robert Wise,Koch Company,Action,1989,2043889
El Mariachi,Robert Rodriguez,Columbia Pictures Corporation,Action,1992,2040920
Crash: Extraños placeres,David Cronenberg,Alliance Communications Corporation,Drama,1996,2038450
We Don't Live Here Anymore,John Curran,Front Street Pictures,Drama,2004,2037545
Una pareja dispareja,Glenn Ficarra,EuropaCorp,Biography,2009,2035566
Mom and Dad Save the World,Greg Beeman,Cinema Plus,Adventure,1992,2034470
Gate 2: The Trespassers,Tibor Takács,Vision PDG,Fantasy,1990,2032973
Winter People,Ted Kotcheff,Castle Rock Entertainment,Drama,1989,2023282
The Dressmaker,Jocelyn Moorhouse,Screen Australia,Comedy,2015,2021399
Queen Margot,Patrice Chéreau,Renn Productions,Biography,1994,2017346
Rad,Hal Needham,TaliaFilm II Productions,Drama,1986,2015882
Night on Earth,Jim Jarmusch,Victor Company of Japan (JVC),Comedy,1991,2015810
The Trip,Michael Winterbottom,Baby Cow Productions,Comedy,2010,2014922
The Immigrant,James Gray,Worldview Entertainment,Drama,2013,2013456
The Moderns,Alan Rudolph,Nelson Entertainment,Comedy,1988,2011497
Better Than Chocolate,Anne Wheeler,British Columbia Film,Comedy,1999,2011254
The Handmaiden,Chan-wook Park,Moho Film,Crime,2016,2005473
Hum Saath-Saath Hain: We Stand United,Sooraj R. Barjatya,Rajshri Productions,Musical,1999,2005094
Betty Blue,Jean-Jacques Beineix,Gaumont,Drama,1986,2003822
Bubba Ho-Tep,Don Coscarelli,Silver Sphere Corporation,Comedy,2002,2003420
Surviving Picasso,James Ivory,Merchant Ivory Productions,Biography,1996,2002000
Nemesis,Albert Pyun,Imperial Entertainment,Action,1992,2001124
Bad Lieutenant,Abel Ferrara,Bad Lt. Productions,Crime,1992,2000022
The Double Life of Veronique,Krzysztof Kieslowski,Sidéral Productions,Drama,1991,1999955
Married to It,Arthur Hiller,Not specified,Comedy,1991,1989059
Date with an Angel,Tom McLoughlin,De Laurentiis Entertainment Group (DEG),Comedy,1987,1988962
Killer Joe,William Friedkin,Voltage Pictures,Crime,2011,1987762
Oliver Twist,Roman Polanski,R.P. Productions,Crime,2005,1987287
Ju Dou,Yimou Zhang,China Film Co-Production Corporation,Drama,1990,1986433
Shortbus,John Cameron Mitchell,THINKFilm,Drama,2006,1985292
A Bigger Splash,Luca Guadagnino,Frenesy Film Company,Drama,2015,1982505
Zero Effect,Jake Kasdan,Castle Rock Entertainment,Comedy,1998,1980338
Demolition,Jean-Marc Vallée,Black Label Media,Comedy,2015,1978592
The Incredibly True Adventure of Two Girls in Love,Maria Maggenti,Fine Line Features,Comedy,1995,1977544
Coffee and Cigarettes,Jim Jarmusch,Asmik Ace Entertainment,Comedy,2003,1971135
Dreams,Akira Kurosawa,Warner Bros.,Drama,1990,1963207
Margot at the Wedding,Noah Baumbach,Scott Rudin Productions,Comedy,2007,1959420
Crazy in Alabama,Antonio Banderas,Columbia Pictures Corporation,Comedy,1999,1954202
The Clan of the Cave Bear,Michael Chapman,Warner Bros.,Adventure,1986,1953732
Two Girls and a Guy,James Toback,Fox Searchlight Pictures,Comedy,1997,1950218
Love Field,Jonathan Kaplan,Orion Pictures,Drama,1992,1949148
Race the Sun,Charles T. Kanganis,TriStar Pictures,Adventure,1996,1945552
Jake Speed,Andrew Lane,Balcor Film Investors,Action,1986,1943751
Happy  Texas,Mark Illsley,Marked Entertainment,Comedy,1999,1943649
Madame Bovary,Claude Chabrol,MK2 Productions,Drama,1991,1942424
The Iceman,Ariel Vromen,Bleiberg Entertainment,Action,2012,1939441
Spellbinder,Janet Greek,Metro-Goldwyn-Mayer (MGM),Drama,1988,1938049
Erik the Viking,Terry Jones,KB Erik the Viking,Comedy,1989,1932642
The Curse,David Keith,Trans World Entertainment (TWE),Sci-Fi,1987,1930001
High Art,Lisa Cholodenko,391 Productions,Drama,1998,1929168
Goodbye Lover,Roland Joffé,Regency Enterprises,Comedy,1998,1923061
Paradise Road,Bruce Beresford,Samson Productions Pty. Ltd.,Drama,1997,1921471
Titus,Julie Taymor,Clear Blue Sky Productions,Drama,1999,1921350
Communion,Philippe Mora,Allied Vision,Biography,1989,1919653
State of Grace,Phil Joanou,Cinehaus,Action,1990,1911542
The Scent of Green Papaya,Tran Anh Hung,Les Productions Lazennec,Drama,1993,1910763
Shin Godzilla,Hideaki Anno,Cine Bazar,Action,2016,1908028
The Decline of the American Empire,Denys Arcand,Corporation Image M & M,Comedy,1986,1902706
The Proposition,John Hillcoat,UK Film Council,Crime,2005,1900725
The Piano Teacher,Michael Haneke,Arte France Cinéma,Drama,2001,1900282
Quiet Cool,Clay Borris,New Line Cinema,Action,1986,1900000
Permanent Record,Marisa Silver,Paramount Pictures,Drama,1988,1893139
A Sound of Thunder,Peter Hyams,Franchise Pictures,Action,2005,1891821
Masterminds,Roger Christian,Columbia Pictures Corporation,Action,1997,1890472
The Story of Qiu Ju,Yimou Zhang,Sil-Metropole Organisation,Comedy,1992,1890247
Cop,James B. Harris,Atlantic Entertainment Group,Crime,1988,1884315
Vibes,Ken Kwapis,Imagine Entertainment,Adventure,1988,1883811
Sólo los amantes sobreviven,Jim Jarmusch,Recorded Picture Company (RPC),Comedy,2013,1879534
Breaking In,Bill Forsyth,Samuel Goldwyn Company  The,Adventure,1989,1877618
The Horseman on the Roof,Jean-Paul Rappeneau,Hachette Première,Adventure,1995,1877179
Cake,Daniel Barnz,Cinelou Films,Drama,2014,1873547
Legend,Brian Helgeland,Cross Creek Pictures,Biography,2015,1872994
Cookie,Susan Seidelman,Lorimar Film Entertainment,Comedy,1989,1869417
The Kiss,Pen Densham,TriStar Pictures,Drama,1988,1869148
Luna amarga,Roman Polanski,Canal+,Drama,1992,1862805
Poison Ivy,Katt Shea,New Line Cinema,Drama,1992,1829804
The Wind That Shakes the Barley,Ken Loach,Sixteen Films,Drama,2006,1829142
Desierto,Jonás Cuarón,Esperanto Kino,Drama,2015,1828933
The Forbidden Dance,Greydon Clark,21st Century Film Corporation,Drama,1990,1823154
The Butcher Boy,Neil Jordan,Geffen Pictures,Comedy,1997,1822193
Testament of Youth,James Kent,BBC Films,Biography,2014,1822030
Tusk,Kevin Smith,SModcast Pictures,Comedy,2014,1821983
Kinky Boots,Julian Jarrold,Miramax,Comedy,2005,1819454
Harry Brown,Daniel Barber,Marv Films,Action,2009,1818681
I Shot Andy Warhol,Mary Harron,Playhouse International Pictures,Biography,1996,1814290
Las nubes de María,Olivier Assayas,CG Cinéma,Drama,2014,1811138
The Color of Paradise,Majid Majidi,Varahonar Company,Adventure,1999,1810145
Hysteria,Tanya Wexler,Informant Media,Comedy,2011,1800000
Free Fire,Ben Wheatley,Film4,Action,2016,1798472
Boxing Helena,Jennifer Lynch,Mainline Pictures,Drama,1993,1796389
Hurlyburly,Anthony Drazan,FilmColony,Comedy,1998,1796328
Stone,John Curran,Millennium Films,Drama,2010,1796024
Delicatessen,Marc Caro,Constellation,Comedy,1991,1794187
Tune in Tomorrow...,Jon Amiel,Odyssey,Comedy,1990,1794001
Stormy Monday,Mike Figgis,Atlantic Entertainment Group,Crime,1988,1791328
Clay Pigeons,David Dobkin,Fade In Films,Comedy,1998,1789892
Kal Ho Naa Ho,Nikkhil Advani,Dharma Productions,Comedy,2003,1787378
Son of Rambow,Garth Jennings,Hammer & Tongs,Action,2007,1784769
El príncipe Cascanueces,Paul Schibli,Lacewood Productions,Animation,1990,1781694
El triturador,Tobe Hooper,Distant Horizon,Horror,1995,1781383
Working Girls,Lizzie Borden,Alternate Current,Drama,1986,1777378
El hijo de Saúl,László Nemes,Laokoon Filmgroup,Drama,2015,1777043
I Like It Like That,Darnell Martin,Columbia Pictures Corporation,Comedy,1994,1777020
Too Beautiful for You,Bertrand Blier,Ciné Valse,Comedy,1989,1776440
Bloodfist,Terence H. Winkless,New Horizons Picture,Action,1989,1770082
Naked,Mike Leigh,Thin Man Films,Comedy,1993,1769305
Somewhere,Sofia Coppola,Focus Features,Comedy,2010,1768416
Holy Smoke,Jane Campion,India Take One Productions,Drama,1999,1758780
Carnosaur,Adam Simon,New Horizons Picture,Horror,1993,1753979
Flipped,Rob Reiner,Castle Rock Entertainment,Comedy,2010,1752214
Prospero's Books,Peter Greenaway,Allarts,Drama,1991,1750301
Hunk,Lawrence Bassoff,Marimark Productions,Comedy,1987,1749956
Vanya on 42nd Street,Louis Malle,Channel Four Films,Comedy,1994,1746050
Everybody's Fine,Giuseppe Tornatore,Erre Produzioni,Drama,1990,1745470
The Broken Hearts Club: A Romantic Comedy,Greg Berlanti,Banner Entertainment,Comedy,2000,1744858
Personal Services,Terry Jones,British Screen Productions,Comedy,1987,1744164
The Horror Show,James Isaac,Sean S. Cunningham Films,Horror,1989,1738897
We Need to Talk About Kevin,Lynne Ramsay,BBC Films,Drama,2011,1738692
Little Nikita,Richard Benjamin,Columbia Pictures Corporation,Drama,1988,1733070
The Big Town,Ben Bolt,Albacore Productions Inc.,Drama,1987,1733017
Che: Part One,Steven Soderbergh,Wild Bunch,Biography,2008,1731665
The Rosary Murders,Fred Walton,First Take,Crime,1987,1730337
Last Exit to Brooklyn,Uli Edel,Allied Filmmakers,Drama,1989,1730005
Take Shelter,Jeff Nichols,Hydraulx,Drama,2011,1729969
The Waterdance,Neal Jimenez,No Frills Film Production,Drama,1992,1723319
Billy Lynn's Long Halftime Walk,Ang Lee,Bona Film Group,Drama,2016,1721524
Link,Richard Franklin,Cannon Screen Entertainment,Horror,1986,1720450
Blue,Derek Jarman,Channel 4,Biography,1993,1718328
The Vatican Tapes,Mark Neveldine,Lionsgate,Horror,2015,1712111
Steel,Kenneth Johnson,DC Entertainment,Action,1997,1710972
My Father's Glory,Yves Robert,Gaumont,Adventure,1990,1710856
Washington Square,Agnieszka Holland,Alchemy Filmworks,Drama,1997,1710693
High Heels,Pedro Almodóvar,Canal+,Comedy,1991,1710057
Even Cowgirls Get the Blues,Gus Van Sant,New Line Cinema,Comedy,1993,1710000
The Girl on the Bridge,Patrice Leconte,Canal+,Comedy,1999,1708496
Everything Is Illuminated,Liev Schreiber,Warner Independent Pictures (WIP),Comedy,2005,1705595
Lady in White,Frank LaLoggia,New Sky Communications Inc.,Fantasy,1988,1705139
A Home of Our Own,Tony Bill,A&M; Films,Biography,1993,1703282
Death Wish V: The Face of Death,Allan A. Goldstein,21st Century Film Corporation,Action,1994,1702394
Stoker,Chan-wook Park,Fox Searchlight Pictures,Drama,2013,1702277
Best of the Best,Robert Radler,Movie Group  The,Action,1989,1700000
Bad Lieutenant: Port of Call New Orleans,Werner Herzog,Millennium Films,Crime,2009,1697956
Suicide Kings,Peter O'Fallon,Live Entertainment,Comedy,1997,1692872
Matewan,John Sayles,Cinecom Entertainment Group,Drama,1987,1680358
English Vinglish,Gauri Shinde,Curbside Films,Comedy,2012,1670773
Un Coeur en Hiver,Claude Sautet,Film Par Film,Drama,1992,1666511
The White Countess,James Ivory,Merchant Ivory Productions,Drama,2005,1666262
Factory Girl,George Hickenlooper,The Weinstein Company,Biography,2006,1661464
Out on a Limb,Francis Veber,Interscope Communications,Comedy,1992,1659542
The Comedian,Taylor Hackford,Cinelou Films,Comedy,2016,1658706
Prick Up Your Ears,Stephen Frears,Zenith Entertainment,Biography,1987,1654743
The Celebration,Thomas Vinterberg,Nimbus Film Productions,Drama,1998,1647780
I Saw the Light,Marc Abraham,Bron Studios,Biography,2015,1646468
Asterix and Obelix vs. Caesar,Claude Zidi,AMLF,Adventure,1999,1644060
Daughters of the Dust,Julie Dash,American Playhouse,Drama,1991,1642436
How I Got Into College,Savage Steve Holland,Twentieth Century Fox Film Corporation,Comedy,1989,1642239
Piratas,Roman Polanski,Carthago Films S.a.r.l.,Adventure,1986,1641825
Spider,David Cronenberg,Odeon Films,Drama,2002,1641788
Gun Shy,Eric Blakeney,Hollywood Pictures,Comedy,2000,1631839
Todo lo que necesitas es amor,Susanne Bier,Zentropa Productions,Comedy,2012,1631306
Camp,Todd Graff,IFC Productions,Comedy,2003,1628154
Brain Dead,Adam Simon,Concorde Pictures,Horror,1990,1627955
Keeping Mum,Niall Johnson,Summit Entertainment,Comedy,2005,1618957
I'm Not Scared,Gabriele Salvatores,Colorado Film Production,Crime,2003,1615118
Wide Sargasso Sea,John Duigan,Laughing Kookaburra Productions,Drama,1993,1610792
Kites: Más allá de las fronteras,Anurag Basu,Bollywood Hollywood Production,Action,2010,1602466
Jesus of Montreal,Denys Arcand,Max Films Productions,Drama,1989,1601612
Chasers,Dennis Hopper,Morgan Creek Productions,Comedy,1994,1596700
Nicholas Nickleby,Douglas McGrath,United Artists Film Corporation,Drama,2002,1587173
New York  I Love You,Fatih Akin,Vivendi Entertainment,Comedy,2008,1585859
Making Mr. Right,Susan Seidelman,Barry & Enright Productions,Comedy,1987,1584970
Solarbabies,Alan Johnson,Brooksfilms,Action,1986,1579260
